CODE;SUBCODE;X;Y;Z;RFLNAAM;DIJKPAAL;Afstand Profielpunten
999;999;153679.40966;420974.74662;2.630000;AD732M40;;
999;999;153678.43973;420974.99001;2.631000;AD732M40;;
999;999;153677.46980;420975.23339;2.653900;AD732M40;;
999;999;153676.49987;420975.47678;2.658400;AD732M40;;
999;999;153675.52994;420975.72016;2.641200;AD732M40;;
999;999;153674.56001;420975.96355;2.620800;AD732M40;;
999;999;153673.59008;420976.20693;2.633100;AD732M40;;
999;999;153672.62015;420976.45032;2.635400;AD732M40;;
999;999;153671.65022;420976.69370;2.630000;AD732M40;;
999;999;153670.68029;420976.93709;2.646300;AD732M40;;
999;999;153669.71036;420977.18047;2.629800;AD732M40;;
999;999;153668.74043;420977.42386;2.610000;AD732M40;;
999;999;153667.77050;420977.66724;2.600000;AD732M40;;
999;999;153666.80057;420977.91062;2.639000;AD732M40;;
999;999;153665.83064;420978.15401;2.627700;AD732M40;;
999;999;153664.86071;420978.39739;2.640000;AD732M40;;
999;999;153663.89078;420978.64078;2.592300;AD732M40;;
999;999;153662.92085;420978.88416;2.592200;AD732M40;;
999;999;153661.95092;420979.12755;2.583200;AD732M40;;
999;999;153660.98099;420979.37093;2.560900;AD732M40;;
999;999;153660.01106;420979.61432;2.590000;AD732M40;;
999;999;153659.04113;420979.85770;2.596600;AD732M40;;
999;999;153658.07120;420980.10109;2.619700;AD732M40;;
999;999;153657.10127;420980.34447;2.575100;AD732M40;;
999;999;153656.13134;420980.58786;2.587700;AD732M40;;
999;999;153655.16141;420980.83124;2.607500;AD732M40;;
999;999;153654.19148;420981.07463;2.568700;AD732M40;;
999;999;153653.22155;420981.31801;2.605300;AD732M40;;
999;999;153652.25162;420981.56139;2.548700;AD732M40;;
999;999;153651.28169;420981.80478;2.573600;AD732M40;;
999;999;153650.31176;420982.04816;2.583200;AD732M40;;
999;999;153649.34183;420982.29155;2.590100;AD732M40;;
999;999;153648.37190;420982.53493;2.578900;AD732M40;;
999;999;153647.40198;420982.77832;2.584200;AD732M40;;
999;999;153646.43205;420983.02170;2.557800;AD732M40;;
999;999;153645.46212;420983.26509;2.560900;AD732M40;;
999;999;153644.49219;420983.50847;2.559200;AD732M40;;
999;999;153643.52226;420983.75186;2.588800;AD732M40;;
999;999;153642.55233;420983.99524;2.570900;AD732M40;;
999;999;153641.58240;420984.23863;2.547500;AD732M40;;
999;999;153640.61247;420984.48201;2.549300;AD732M40;;
999;999;153639.64254;420984.72539;2.577100;AD732M40;;
999;999;153638.67261;420984.96878;2.519800;AD732M40;;
999;999;153637.70268;420985.21216;2.578800;AD732M40;;
999;999;153636.73275;420985.45555;2.501000;AD732M40;;
999;999;153635.76282;420985.69893;2.495200;AD732M40;;
999;999;153634.79289;420985.94232;2.451500;AD732M40;;
999;999;153633.82296;420986.18570;2.409500;AD732M40;;
999;999;153632.85303;420986.42909;999999.000000;AD732M40;;
999;999;153631.88310;420986.67247;2.166800;AD732M40;;
999;999;153630.91317;420986.91586;2.350000;AD732M40;;
999;999;153629.94324;420987.15924;2.815800;AD732M40;;
999;999;153628.97331;420987.40263;3.190500;AD732M40;;
999;999;153628.00338;420987.64601;3.338100;AD732M40;;
999;999;153627.03345;420987.88940;999999.000000;AD732M40;;
999;999;153626.06352;420988.13278;3.573500;AD732M40;;
999;999;153625.09359;420988.37616;3.550200;AD732M40;;
999;999;153624.12366;420988.61955;3.577300;AD732M40;;
999;999;153623.15373;420988.86293;3.571100;AD732M40;;
999;999;153622.18380;420989.10632;3.650000;AD732M40;;
999;999;153621.21387;420989.34970;3.680000;AD732M40;;
999;999;153620.24394;420989.59309;3.701000;AD732M40;;
999;999;153619.27401;420989.83647;3.717200;AD732M40;;
999;999;153618.30408;420990.07986;3.680600;AD732M40;;
999;999;153617.33415;420990.32324;3.740900;AD732M40;;
999;999;153616.36422;420990.56663;3.819200;AD732M40;;
999;999;153615.39429;420990.81001;3.836400;AD732M40;;
999;999;153614.42436;420991.05340;4.058300;AD732M40;;
999;999;153613.45443;420991.29678;4.460800;AD732M40;;
999;999;153612.48450;420991.54016;4.835300;AD732M40;;
999;999;153611.51457;420991.78355;4.975100;AD732M40;;
999;999;153610.54464;420992.02693;5.427800;AD732M40;;
999;999;153609.57471;420992.27032;5.758900;AD732M40;;
999;999;153608.60478;420992.51370;6.131000;AD732M40;;
999;999;153607.63485;420992.75709;6.475500;AD732M40;;
999;999;153606.66492;420993.00047;6.844000;AD732M40;;
999;999;153605.69499;420993.24386;7.196800;AD732M40;;
999;999;153604.72506;420993.48724;7.473500;AD732M40;;
999;999;153603.75513;420993.73063;7.799200;AD732M40;;
999;999;153602.78520;420993.97401;8.024100;AD732M40;;
999;999;153601.81527;420994.21740;8.259200;AD732M40;;
999;999;153600.84534;420994.46078;8.385900;AD732M40;;
999;999;153599.87541;420994.70417;8.393900;AD732M40;;
999;999;153598.90548;420994.94755;8.397300;AD732M40;;
999;999;153597.93555;420995.19093;8.434600;AD732M40;;
999;999;153596.96562;420995.43432;8.429400;AD732M40;;
999;999;153595.99569;420995.67770;8.393200;AD732M40;;
999;999;153595.02576;420995.92109;8.398900;AD732M40;;
999;999;153594.05583;420996.16447;8.333200;AD732M40;;
999;999;153593.08590;420996.40786;8.218500;AD732M40;;
999;999;153592.11597;420996.65124;7.974400;AD732M40;;
999;999;153591.14604;420996.89463;7.710200;AD732M40;;
999;999;153590.17611;420997.13801;7.334900;AD732M40;;
999;999;153589.20618;420997.38140;7.018300;AD732M40;;
999;999;153588.23625;420997.62478;6.644900;AD732M40;;
999;999;153587.26632;420997.86817;6.281800;AD732M40;;
999;999;153586.29639;420998.11155;5.971500;AD732M40;;
999;999;153585.32646;420998.35493;5.687300;AD732M40;;
999;999;153584.35653;420998.59832;5.338800;AD732M40;;
999;999;153583.38660;420998.84170;5.035900;AD732M40;;
999;999;153582.41667;420999.08509;4.705800;AD732M40;;
999;999;153581.44675;420999.32847;4.325000;AD732M40;;
999;999;153580.47682;420999.57186;3.977800;AD732M40;;
999;999;153579.50689;420999.81524;3.831400;AD732M40;;
999;999;153578.53696;421000.05863;3.501900;AD732M40;;
999;999;153577.56703;421000.30201;3.236400;AD732M40;;
999;999;153576.59710;421000.54540;3.118500;AD732M40;;
999;999;153575.62717;421000.78878;3.066300;AD732M40;;
999;999;153574.65724;421001.03217;2.986200;AD732M40;;
999;999;153573.68731;421001.27555;3.050000;AD732M40;;
999;999;153572.71738;421001.51894;3.020000;AD732M40;;
999;999;153571.74745;421001.76232;2.939900;AD732M40;;
999;999;153570.77752;421002.00570;2.563400;AD732M40;;
999;999;153569.80759;421002.24909;2.450000;AD732M40;;
999;999;153568.83766;421002.49247;2.766900;AD732M40;;
999;999;153567.86773;421002.73586;2.853100;AD732M40;;
999;999;153566.89780;421002.97924;2.862600;AD732M40;;
999;999;153565.92787;421003.22263;2.870900;AD732M40;;
999;999;153564.95794;421003.46601;2.843400;AD732M40;;
999;999;153563.98801;421003.70940;2.837600;AD732M40;;
999;999;153563.01808;421003.95278;2.820000;AD732M40;;
999;999;153562.04815;421004.19617;2.833000;AD732M40;;
999;999;153561.07822;421004.43955;2.850000;AD732M40;;
999;999;153560.10829;421004.68294;2.835200;AD732M40;;
999;999;153559.13836;421004.92632;2.852400;AD732M40;;
999;999;153558.16843;421005.16970;2.803600;AD732M40;;
999;999;153557.19850;421005.41309;2.816100;AD732M40;;
999;999;153556.22857;421005.65647;2.840700;AD732M40;;
999;999;153555.25864;421005.89986;2.825400;AD732M40;;
999;999;153554.28871;421006.14324;2.828100;AD732M40;;
999;999;153553.31878;421006.38663;2.816400;AD732M40;;
999;999;153552.34885;421006.63001;2.796100;AD732M40;;
999;999;153551.37892;421006.87340;2.818500;AD732M40;;
999;999;153550.40899;421007.11678;2.862400;AD732M40;;
999;999;153549.43906;421007.36017;2.855400;AD732M40;;
999;999;153548.46913;421007.60355;2.854900;AD732M40;;
999;999;153547.49920;421007.84694;2.859800;AD732M40;;
999;999;153546.52927;421008.09032;2.877600;AD732M40;;
999;999;153545.55934;421008.33371;2.889100;AD732M40;;
999;999;153544.58941;421008.57709;2.878300;AD732M40;;
999;999;153543.61948;421008.82047;2.898800;AD732M40;;
999;999;153542.64955;421009.06386;2.913900;AD732M40;;
999;999;153541.67962;421009.30724;2.908500;AD732M40;;
999;999;153540.70969;421009.55063;2.890800;AD732M40;;
999;999;153539.73976;421009.79401;2.910000;AD732M40;;
999;999;153538.76983;421010.03740;2.886800;AD732M40;;
999;999;153537.79990;421010.28078;2.856400;AD732M40;;
999;999;153536.82997;421010.52417;2.806600;AD732M40;;
999;999;153535.86004;421010.76755;2.747100;AD732M40;;
999;999;153534.89011;421011.01094;2.780000;AD732M40;;
999;999;153533.92018;421011.25432;2.849900;AD732M40;;
999;999;153532.95025;421011.49771;2.887300;AD732M40;;
999;999;153531.98032;421011.74109;2.932000;AD732M40;;
999;999;153531.01039;421011.98447;2.919000;AD732M40;;
999;999;153530.04046;421012.22786;2.920000;AD732M40;;
999;999;153529.07053;421012.47124;2.927800;AD732M40;;
999;999;153528.10060;421012.71463;2.892400;AD732M40;;
999;999;153527.13067;421012.95801;2.890000;AD732M40;;
999;999;153526.16074;421013.20140;2.897000;AD732M40;;
999;999;153525.19081;421013.44478;2.910200;AD732M40;;
999;999;153524.22088;421013.68817;2.880000;AD732M40;;
999;999;153523.25095;421013.93155;2.923200;AD732M40;;
999;999;153522.28102;421014.17494;2.897300;AD732M40;;
999;999;153521.31109;421014.41832;2.889000;AD732M40;;
999;999;153520.34116;421014.66171;2.910300;AD732M40;;
999;999;153519.37123;421014.90509;2.893200;AD732M40;;
999;999;153518.40130;421015.14848;2.870700;AD732M40;;
999;999;153517.43137;421015.39186;2.889600;AD732M40;;
999;999;153516.46145;421015.63524;2.859100;AD732M40;;
999;999;153515.49152;421015.87863;2.917500;AD732M40;;
999;999;153514.52159;421016.12201;2.916400;AD732M40;;
999;999;153513.55166;421016.36540;2.900000;AD732M40;;
999;999;153512.58173;421016.60878;2.890000;AD732M40;;
999;999;153511.61180;421016.85217;2.896700;AD732M40;;
999;999;153510.64187;421017.09555;2.920000;AD732M40;;
999;999;153509.67194;421017.33894;2.903500;AD732M40;;
999;999;153508.70201;421017.58232;2.895900;AD732M40;;
999;999;153507.73208;421017.82571;2.890000;AD732M40;;
999;999;153506.76215;421018.06909;2.898200;AD732M40;;
999;999;153505.79222;421018.31248;2.896500;AD732M40;;
999;999;153504.82229;421018.55586;2.911900;AD732M40;;
999;999;153503.85236;421018.79924;2.908800;AD732M40;;
999;999;153502.88243;421019.04263;2.888400;AD732M40;;
999;999;153501.91250;421019.28601;2.900100;AD732M40;;
999;999;153634.06815;420728.48874;2.672300;AD735M00;;
999;999;153633.09795;420728.73105;2.689800;AD735M00;;
999;999;153632.12775;420728.97335;2.686500;AD735M00;;
999;999;153631.15755;420729.21565;2.666000;AD735M00;;
999;999;153630.18735;420729.45796;2.669400;AD735M00;;
999;999;153629.21715;420729.70026;2.673500;AD735M00;;
999;999;153628.24695;420729.94256;2.662200;AD735M00;;
999;999;153627.27674;420730.18486;2.662200;AD735M00;;
999;999;153626.30654;420730.42717;2.650300;AD735M00;;
999;999;153625.33634;420730.66947;2.647900;AD735M00;;
999;999;153624.36614;420730.91177;2.651200;AD735M00;;
999;999;153623.39594;420731.15408;2.647600;AD735M00;;
999;999;153622.42574;420731.39638;2.622400;AD735M00;;
999;999;153621.45554;420731.63868;2.631300;AD735M00;;
999;999;153620.48534;420731.88098;2.592500;AD735M00;;
999;999;153619.51514;420732.12329;2.589300;AD735M00;;
999;999;153618.54494;420732.36559;2.567800;AD735M00;;
999;999;153617.57474;420732.60789;2.540900;AD735M00;;
999;999;153616.60454;420732.85019;2.518700;AD735M00;;
999;999;153615.63434;420733.09250;2.519800;AD735M00;;
999;999;153614.66414;420733.33480;2.627800;AD735M00;;
999;999;153613.69394;420733.57710;2.713100;AD735M00;;
999;999;153612.72373;420733.81941;2.728100;AD735M00;;
999;999;153611.75353;420734.06171;2.725300;AD735M00;;
999;999;153610.78333;420734.30401;2.724900;AD735M00;;
999;999;153609.81313;420734.54631;2.703200;AD735M00;;
999;999;153608.84293;420734.78862;2.682200;AD735M00;;
999;999;153607.87273;420735.03092;2.697500;AD735M00;;
999;999;153606.90253;420735.27322;2.681800;AD735M00;;
999;999;153605.93233;420735.51553;2.684600;AD735M00;;
999;999;153604.96213;420735.75783;2.689300;AD735M00;;
999;999;153603.99193;420736.00013;2.707200;AD735M00;;
999;999;153603.02173;420736.24243;2.703900;AD735M00;;
999;999;153602.05153;420736.48474;2.704300;AD735M00;;
999;999;153601.08133;420736.72704;2.705600;AD735M00;;
999;999;153600.11113;420736.96934;2.731300;AD735M00;;
999;999;153599.14093;420737.21164;2.699500;AD735M00;;
999;999;153598.17072;420737.45395;2.727600;AD735M00;;
999;999;153597.20052;420737.69625;2.725000;AD735M00;;
999;999;153596.23032;420737.93855;2.749400;AD735M00;;
999;999;153595.26012;420738.18086;2.829400;AD735M00;;
999;999;153594.28992;420738.42316;2.805600;AD735M00;;
999;999;153593.31972;420738.66546;2.750000;AD735M00;;
999;999;153592.34952;420738.90776;2.736600;AD735M00;;
999;999;153591.37932;420739.15007;2.740700;AD735M00;;
999;999;153590.40912;420739.39237;2.739500;AD735M00;;
999;999;153589.43892;420739.63467;2.716300;AD735M00;;
999;999;153588.46872;420739.87698;2.746900;AD735M00;;
999;999;153587.49852;420740.11928;2.731300;AD735M00;;
999;999;153586.52832;420740.36158;2.730700;AD735M00;;
999;999;153585.55812;420740.60388;2.739800;AD735M00;;
999;999;153584.58791;420740.84619;2.750300;AD735M00;;
999;999;153583.61771;420741.08849;2.747700;AD735M00;;
999;999;153582.64751;420741.33079;2.756500;AD735M00;;
999;999;153581.67731;420741.57309;2.770000;AD735M00;;
999;999;153580.70711;420741.81540;2.772500;AD735M00;;
999;999;153579.73691;420742.05770;2.755200;AD735M00;;
999;999;153578.76671;420742.30000;2.783800;AD735M00;;
999;999;153577.79651;420742.54231;2.802400;AD735M00;;
999;999;153576.82631;420742.78461;2.751500;AD735M00;;
999;999;153575.85611;420743.02691;2.804600;AD735M00;;
999;999;153574.88591;420743.26921;2.756400;AD735M00;;
999;999;153573.91571;420743.51152;2.640700;AD735M00;;
999;999;153572.94551;420743.75382;2.619400;AD735M00;;
999;999;153571.97531;420743.99612;2.619300;AD735M00;;
999;999;153571.00511;420744.23843;2.309700;AD735M00;;
999;999;153570.03490;420744.48073;2.255200;AD735M00;;
999;999;153569.06470;420744.72303;2.504400;AD735M00;;
999;999;153568.09450;420744.96533;2.974200;AD735M00;;
999;999;153567.12430;420745.20764;3.316500;AD735M00;;
999;999;153566.15410;420745.44994;3.445100;AD735M00;;
999;999;153565.18390;420745.69224;3.480400;AD735M00;;
999;999;153564.21370;420745.93454;3.556900;AD735M00;;
999;999;153563.24350;420746.17685;3.572600;AD735M00;;
999;999;153562.27330;420746.41915;3.650000;AD735M00;;
999;999;153561.30310;420746.66145;3.720800;AD735M00;;
999;999;153560.33290;420746.90376;3.741700;AD735M00;;
999;999;153559.36270;420747.14606;3.765900;AD735M00;;
999;999;153558.39250;420747.38836;3.707600;AD735M00;;
999;999;153557.42230;420747.63066;3.826600;AD735M00;;
999;999;153556.45210;420747.87297;3.754800;AD735M00;;
999;999;153555.48189;420748.11527;3.790900;AD735M00;;
999;999;153554.51169;420748.35757;3.828800;AD735M00;;
999;999;153553.54149;420748.59988;3.994900;AD735M00;;
999;999;153552.57129;420748.84218;4.374500;AD735M00;;
999;999;153551.60109;420749.08448;4.672400;AD735M00;;
999;999;153550.63089;420749.32678;5.041200;AD735M00;;
999;999;153549.66069;420749.56909;5.449000;AD735M00;;
999;999;153548.69049;420749.81139;5.810100;AD735M00;;
999;999;153547.72029;420750.05369;6.203500;AD735M00;;
999;999;153546.75009;420750.29599;6.580400;AD735M00;;
999;999;153545.77989;420750.53830;6.995800;AD735M00;;
999;999;153544.80969;420750.78060;7.364300;AD735M00;;
999;999;153543.83949;420751.02290;7.643500;AD735M00;;
999;999;153542.86929;420751.26521;7.993700;AD735M00;;
999;999;153541.89908;420751.50751;8.219700;AD735M00;;
999;999;153540.92888;420751.74981;8.385000;AD735M00;;
999;999;153539.95868;420751.99211;8.443600;AD735M00;;
999;999;153538.98848;420752.23442;8.487800;AD735M00;;
999;999;153538.01828;420752.47672;8.476200;AD735M00;;
999;999;153537.04808;420752.71902;8.522800;AD735M00;;
999;999;153536.07788;420752.96133;8.511500;AD735M00;;
999;999;153535.10768;420753.20363;8.479600;AD735M00;;
999;999;153534.13748;420753.44593;8.459300;AD735M00;;
999;999;153533.16728;420753.68823;8.397400;AD735M00;;
999;999;153532.19708;420753.93054;8.346000;AD735M00;;
999;999;153531.22688;420754.17284;8.044800;AD735M00;;
999;999;153530.25668;420754.41514;7.746400;AD735M00;;
999;999;153529.28648;420754.65744;7.357900;AD735M00;;
999;999;153528.31628;420754.89975;7.014000;AD735M00;;
999;999;153527.34607;420755.14205;6.692000;AD735M00;;
999;999;153526.37587;420755.38435;6.405900;AD735M00;;
999;999;153525.40567;420755.62666;6.133200;AD735M00;;
999;999;153524.43547;420755.86896;5.784000;AD735M00;;
999;999;153523.46527;420756.11126;5.412200;AD735M00;;
999;999;153522.49507;420756.35356;5.051500;AD735M00;;
999;999;153521.52487;420756.59587;4.814600;AD735M00;;
999;999;153520.55467;420756.83817;4.388200;AD735M00;;
999;999;153519.58447;420757.08047;4.124000;AD735M00;;
999;999;153518.61427;420757.32277;3.886300;AD735M00;;
999;999;153517.64407;420757.56508;3.558100;AD735M00;;
999;999;153516.67387;420757.80738;3.340300;AD735M00;;
999;999;153515.70367;420758.04968;3.132700;AD735M00;;
999;999;153514.73347;420758.29199;3.120800;AD735M00;;
999;999;153513.76327;420758.53429;3.032500;AD735M00;;
999;999;153512.79306;420758.77659;3.211000;AD735M00;;
999;999;153511.82286;420759.01889;3.168700;AD735M00;;
999;999;153510.85266;420759.26120;3.099900;AD735M00;;
999;999;153509.88246;420759.50350;2.625100;AD735M00;;
999;999;153508.91226;420759.74580;2.483000;AD735M00;;
999;999;153507.94206;420759.98811;2.787700;AD735M00;;
999;999;153506.97186;420760.23041;2.905700;AD735M00;;
999;999;153506.00166;420760.47271;2.940000;AD735M00;;
999;999;153505.03146;420760.71501;2.977600;AD735M00;;
999;999;153504.06126;420760.95732;2.970400;AD735M00;;
999;999;153503.09106;420761.19962;3.013400;AD735M00;;
999;999;153502.12086;420761.44192;3.005900;AD735M00;;
999;999;153501.15066;420761.68422;2.990000;AD735M00;;
999;999;153500.18046;420761.92653;3.016700;AD735M00;;
999;999;153499.21025;420762.16883;3.056800;AD735M00;;
999;999;153498.24005;420762.41113;3.067100;AD735M00;;
999;999;153497.26985;420762.65344;3.047600;AD735M00;;
999;999;153496.29965;420762.89574;3.050300;AD735M00;;
999;999;153495.32945;420763.13804;3.026200;AD735M00;;
999;999;153494.35925;420763.38034;3.029000;AD735M00;;
999;999;153493.38905;420763.62265;3.035100;AD735M00;;
999;999;153492.41885;420763.86495;3.039900;AD735M00;;
999;999;153491.44865;420764.10725;3.044700;AD735M00;;
999;999;153490.47845;420764.34956;3.018000;AD735M00;;
999;999;153489.50825;420764.59186;3.035300;AD735M00;;
999;999;153488.53805;420764.83416;3.026700;AD735M00;;
999;999;153487.56785;420765.07646;3.036200;AD735M00;;
999;999;153486.59765;420765.31877;3.023700;AD735M00;;
999;999;153485.62745;420765.56107;3.040000;AD735M00;;
999;999;153484.65724;420765.80337;3.035800;AD735M00;;
999;999;153483.68704;420766.04567;3.056900;AD735M00;;
999;999;153482.71684;420766.28798;3.034000;AD735M00;;
999;999;153481.74664;420766.53028;3.046700;AD735M00;;
999;999;153480.77644;420766.77258;3.055000;AD735M00;;
999;999;153479.80624;420767.01489;3.018200;AD735M00;;
999;999;153478.83604;420767.25719;3.040800;AD735M00;;
999;999;153477.86584;420767.49949;3.066200;AD735M00;;
999;999;153476.89564;420767.74179;3.027100;AD735M00;;
999;999;153475.92544;420767.98410;3.011300;AD735M00;;
999;999;153474.95524;420768.22640;3.020200;AD735M00;;
999;999;153473.98504;420768.46870;3.055200;AD735M00;;
999;999;153473.01484;420768.71101;3.048000;AD735M00;;
999;999;153472.04464;420768.95331;3.026500;AD735M00;;
999;999;153471.07443;420769.19561;3.058700;AD735M00;;
999;999;153470.10423;420769.43791;3.064700;AD735M00;;
999;999;153469.13403;420769.68022;3.069900;AD735M00;;
999;999;153468.16383;420769.92252;3.070000;AD735M00;;
999;999;153467.19363;420770.16482;3.054700;AD735M00;;
999;999;153466.22343;420770.40712;3.050000;AD735M00;;
999;999;153465.25323;420770.64943;3.030000;AD735M00;;
999;999;153464.28303;420770.89173;3.016200;AD735M00;;
999;999;153463.31283;420771.13403;3.024300;AD735M00;;
999;999;153462.34263;420771.37634;3.020100;AD735M00;;
999;999;153461.37243;420771.61864;2.959500;AD735M00;;
999;999;153460.40223;420771.86094;2.943600;AD735M00;;
999;999;153459.43203;420772.10324;2.962800;AD735M00;;
999;999;153458.46183;420772.34555;2.959600;AD735M00;;
999;999;153457.49163;420772.58785;2.945000;AD735M00;;
999;999;153456.52142;420772.83015;2.975300;AD735M00;;
999;999;153455.55122;420773.07246;2.939700;AD735M00;;
999;999;153454.58102;420773.31476;2.923500;AD735M00;;
999;999;153453.61082;420773.55706;2.943300;AD735M00;;
999;999;153452.64062;420773.79936;2.934400;AD735M00;;
999;999;153451.67042;420774.04167;2.982600;AD735M00;;
999;999;153450.70022;420774.28397;2.962600;AD735M00;;
999;999;153449.73002;420774.52627;2.966100;AD735M00;;
999;999;153448.75982;420774.76857;2.984500;AD735M00;;
999;999;153447.78962;420775.01088;2.971100;AD735M00;;
999;999;153446.81942;420775.25318;2.953400;AD735M00;;
999;999;153445.84922;420775.49548;2.953000;AD735M00;;
999;999;153444.87902;420775.73779;2.950300;AD735M00;;
999;999;153443.90882;420775.98009;2.911700;AD735M00;;
999;999;153442.93862;420776.22239;2.943200;AD735M00;;
999;999;153441.96841;420776.46469;2.947900;AD735M00;;
999;999;153440.99821;420776.70700;2.930000;AD735M00;;
999;999;153440.02801;420776.94930;2.943400;AD735M00;;
999;999;153572.90901;420485.86083;3.843500;AD737M60;;
999;999;153571.93934;420486.10524;3.908100;AD737M60;;
999;999;153570.96967;420486.34965;3.924500;AD737M60;;
999;999;153570.00000;420486.59406;3.946400;AD737M60;;
999;999;153569.03032;420486.83847;3.986400;AD737M60;;
999;999;153568.06065;420487.08289;4.014000;AD737M60;;
999;999;153567.09098;420487.32730;4.023700;AD737M60;;
999;999;153566.12131;420487.57171;4.039600;AD737M60;;
999;999;153565.15164;420487.81612;4.045700;AD737M60;;
999;999;153564.18197;420488.06053;999999.000000;AD737M60;;
999;999;153563.21229;420488.30494;999999.000000;AD737M60;;
999;999;153562.24262;420488.54935;999999.000000;AD737M60;;
999;999;153561.27295;420488.79377;999999.000000;AD737M60;;
999;999;153560.30328;420489.03818;999999.000000;AD737M60;;
999;999;153559.33361;420489.28259;999999.000000;AD737M60;;
999;999;153558.36394;420489.52700;999999.000000;AD737M60;;
999;999;153557.39426;420489.77141;999999.000000;AD737M60;;
999;999;153556.42459;420490.01582;999999.000000;AD737M60;;
999;999;153555.45492;420490.26023;999999.000000;AD737M60;;
999;999;153554.48525;420490.50465;3.933100;AD737M60;;
999;999;153553.51558;420490.74906;3.930000;AD737M60;;
999;999;153552.54591;420490.99347;3.940000;AD737M60;;
999;999;153551.57624;420491.23788;3.880000;AD737M60;;
999;999;153550.60656;420491.48229;3.656800;AD737M60;;
999;999;153549.63689;420491.72670;3.520400;AD737M60;;
999;999;153548.66722;420491.97112;3.380000;AD737M60;;
999;999;153547.69755;420492.21553;3.368000;AD737M60;;
999;999;153546.72788;420492.45994;3.130000;AD737M60;;
999;999;153545.75821;420492.70435;3.136100;AD737M60;;
999;999;153544.78853;420492.94876;3.132000;AD737M60;;
999;999;153543.81886;420493.19317;3.025300;AD737M60;;
999;999;153542.84919;420493.43758;2.960400;AD737M60;;
999;999;153541.87952;420493.68200;2.920800;AD737M60;;
999;999;153540.90985;420493.92641;2.926800;AD737M60;;
999;999;153539.94018;420494.17082;2.936400;AD737M60;;
999;999;153538.97050;420494.41523;2.962000;AD737M60;;
999;999;153538.00083;420494.65964;2.986500;AD737M60;;
999;999;153537.03116;420494.90405;2.947700;AD737M60;;
999;999;153536.06149;420495.14846;2.959800;AD737M60;;
999;999;153535.09182;420495.39288;2.946100;AD737M60;;
999;999;153534.12215;420495.63729;2.954800;AD737M60;;
999;999;153533.15247;420495.88170;2.920100;AD737M60;;
999;999;153532.18280;420496.12611;2.900700;AD737M60;;
999;999;153531.21313;420496.37052;2.897600;AD737M60;;
999;999;153530.24346;420496.61493;2.894300;AD737M60;;
999;999;153529.27379;420496.85935;2.909100;AD737M60;;
999;999;153528.30412;420497.10376;2.910000;AD737M60;;
999;999;153527.33445;420497.34817;2.907900;AD737M60;;
999;999;153526.36477;420497.59258;2.903100;AD737M60;;
999;999;153525.39510;420497.83699;2.918600;AD737M60;;
999;999;153524.42543;420498.08140;2.903400;AD737M60;;
999;999;153523.45576;420498.32581;2.886600;AD737M60;;
999;999;153522.48609;420498.57023;2.893500;AD737M60;;
999;999;153521.51642;420498.81464;2.890000;AD737M60;;
999;999;153520.54674;420499.05905;2.891500;AD737M60;;
999;999;153519.57707;420499.30346;2.873500;AD737M60;;
999;999;153518.60740;420499.54787;2.895300;AD737M60;;
999;999;153517.63773;420499.79228;2.880800;AD737M60;;
999;999;153516.66806;420500.03669;2.873800;AD737M60;;
999;999;153515.69839;420500.28111;2.840000;AD737M60;;
999;999;153514.72871;420500.52552;2.852400;AD737M60;;
999;999;153513.75904;420500.76993;2.818800;AD737M60;;
999;999;153512.78937;420501.01434;2.840000;AD737M60;;
999;999;153511.81970;420501.25875;2.730100;AD737M60;;
999;999;153510.85003;420501.50316;2.371400;AD737M60;;
999;999;153509.88036;420501.74758;2.323400;AD737M60;;
999;999;153508.91068;420501.99199;2.814100;AD737M60;;
999;999;153507.94101;420502.23640;3.296200;AD737M60;;
999;999;153506.97134;420502.48081;3.461600;AD737M60;;
999;999;153506.00167;420502.72522;3.527800;AD737M60;;
999;999;153505.03200;420502.96963;3.555200;AD737M60;;
999;999;153504.06233;420503.21404;3.634600;AD737M60;;
999;999;153503.09265;420503.45846;3.646900;AD737M60;;
999;999;153502.12298;420503.70287;3.638200;AD737M60;;
999;999;153501.15331;420503.94728;3.686900;AD737M60;;
999;999;153500.18364;420504.19169;3.750000;AD737M60;;
999;999;153499.21397;420504.43610;3.779700;AD737M60;;
999;999;153498.24430;420504.68051;3.810000;AD737M60;;
999;999;153497.27463;420504.92492;3.784600;AD737M60;;
999;999;153496.30495;420505.16934;999999.000000;AD737M60;;
999;999;153495.33528;420505.41375;3.863500;AD737M60;;
999;999;153494.36561;420505.65816;3.882200;AD737M60;;
999;999;153493.39594;420505.90257;3.965900;AD737M60;;
999;999;153492.42627;420506.14698;4.325000;AD737M60;;
999;999;153491.45660;420506.39139;4.583100;AD737M60;;
999;999;153490.48692;420506.63580;4.933600;AD737M60;;
999;999;153489.51725;420506.88022;5.119800;AD737M60;;
999;999;153488.54758;420507.12463;5.536600;AD737M60;;
999;999;153487.57791;420507.36904;5.854100;AD737M60;;
999;999;153486.60824;420507.61345;6.285300;AD737M60;;
999;999;153485.63857;420507.85786;6.524300;AD737M60;;
999;999;153484.66889;420508.10227;6.932800;AD737M60;;
999;999;153483.69922;420508.34669;7.326900;AD737M60;;
999;999;153482.72955;420508.59110;7.639600;AD737M60;;
999;999;153481.75988;420508.83551;7.937400;AD737M60;;
